customer_id,true_persona,travel,dining,grocery,online_shopping,gas,entertainment,utilities_bills
ACQ020476,Frequent Traveler,938.99,423.16,221.59,329.2,131.52,268.92,406.49
ACQ020477,Frequent Traveler,822.23,308.53,170.73,254.87,103.36,213.99,340.58
ACQ020478,Everyday Essentials,172.27,329.07,1009.61,351.0,632.5,170.2,695.09
ACQ020479,Balanced Spender,546.92,558.31,517.87,532.97,545.49,589.81,577.05
ACQ020480,Everyday Essentials,150.5,305.97,945.89,316.73,669.14,154.29,606.58
ACQ020481,Dining Enthusiast,273.6,1252.31,410.4,447.99,294.79,413.51,355.26
ACQ020482,Frequent Traveler,1065.73,483.07,245.03,417.73,158.11,352.63,471.0
ACQ020483,Balanced Spender,218.61,226.98,216.91,223.8,211.42,256.11,246.58
ACQ020484,Everyday Essentials,86.64,186.68,489.54,167.44,331.85,76.82,347.75
ACQ020485,Balanced Spender,220.27,200.79,201.76,191.9,212.65,247.64,237.17
ACQ020486,Dining Enthusiast,110.91,534.96,162.17,224.26,116.99,186.28,142.34
ACQ020487,Everyday Essentials,109.83,219.17,774.26,211.75,478.1,118.06,486.38
ACQ020488,Everyday Essentials,88.74,179.03,527.84,169.31,381.4,86.16,326.44
ACQ020489,Online Shopper,88.84,183.2,190.17,855.85,91.12,260.64,189.83
ACQ020490,Everyday Essentials,153.17,334.88,902.07,310.28,621.47,136.61,572.92
ACQ020491,Balanced Spender,520.28,542.75,521.92,522.09,520.72,551.58,585.93
ACQ020492,Frequent Traveler,1425.02,546.65,310.7,436.9,184.03,398.98,577.71
ACQ020493,Online Shopper,55.51,108.69,106.34,537.58,51.11,179.69,109.15
ACQ020494,Balanced Spender,193.48,194.38,167.48,175.79,190.88,201.52,197.23
ACQ020495,Dining Enthusiast,203.28,920.1,330.99,410.05,225.61,346.72,262.29
ACQ020496,Everyday Essentials,63.15,133.15,437.04,125.21,295.29,70.54,235.8
ACQ020497,Balanced Spender,330.66,305.7,311.16,313.02,318.4,337.03,325.77
ACQ020498,Balanced Spender,376.41,373.3,339.89,335.76,337.72,384.78,384.27
ACQ020499,Online Shopper,115.53,227.68,245.72,1147.1,112.57,357.5,233.2
ACQ020500,Online Shopper,119.31,228.32,252.49,1190.35,111.12,342.38,233.28
ACQ020501,Everyday Essentials,96.65,192.36,574.7,183.8,355.13,93.53,389.94
ACQ020502,Everyday Essentials,155.3,280.21,889.61,307.91,564.89,153.88,565.02
ACQ020503,Balanced Spender,327.41,369.26,371.42,336.15,336.7,354.03,379.23
ACQ020504,Dining Enthusiast,134.74,524.24,204.11,248.88,133.36,186.53,160.5
ACQ020505,Dining Enthusiast,219.53,894.99,343.22,428.63,226.16,353.33,269.32
ACQ020506,Dining Enthusiast,262.15,1170.11,397.47,466.01,268.06,407.45,333.18
ACQ020507,Dining Enthusiast,255.82,1120.27,358.91,491.11,231.46,338.03,311.62
ACQ020508,Frequent Traveler,897.94,401.27,225.95,340.9,139.52,255.75,402.96
ACQ020509,Frequent Traveler,549.86,256.98,135.09,177.81,91.39,184.82,271.98
ACQ020510,Dining Enthusiast,168.18,834.6,253.16,335.35,180.27,250.42,205.37
ACQ020511,Balanced Spender,455.39,403.29,458.37,480.0,437.15,492.0,476.1
ACQ020512,Online Shopper,116.3,236.19,255.1,994.97,125.79,369.0,211.4
ACQ020513,Frequent Traveler,470.09,188.43,115.32,162.55,71.09,151.75,197.39
ACQ020514,Online Shopper,168.1,339.66,336.98,1329.56,156.2,502.5,325.05
ACQ020515,Everyday Essentials,191.08,381.91,1133.6,377.03,757.93,193.95,760.27
ACQ020516,Frequent Traveler,597.2,260.7,152.32,215.55,91.86,195.5,292.93
ACQ020517,Frequent Traveler,796.65,344.64,195.21,299.05,123.16,246.62,387.31
ACQ020518,Online Shopper,116.81,224.85,233.22,1077.01,114.93,369.91,223.66
ACQ020519,Dining Enthusiast,162.9,796.33,255.88,324.89,177.5,252.31,225.56
ACQ020520,Balanced Spender,154.01,154.87,152.61,157.93,154.9,156.54,166.51
ACQ020521,Balanced Spender,317.84,344.98,339.29,334.13,319.3,340.09,352.33
ACQ020522,Online Shopper,103.14,199.37,203.38,937.25,105.85,288.44,197.53
ACQ020523,Dining Enthusiast,112.73,529.88,177.97,229.28,110.51,178.41,152.02
ACQ020524,Dining Enthusiast,308.62,1412.48,505.59,589.63,325.33,530.18,416.8
ACQ020525,Everyday Essentials,189.19,388.74,1152.77,384.9,660.59,192.14,765.4
ACQ020526,Frequent Traveler,736.35,328.94,159.86,275.82,99.16,200.79,336.15
ACQ020527,Balanced Spender,485.25,466.98,487.87,504.05,480.37,561.8,482.93
ACQ020528,Dining Enthusiast,315.12,1421.55,495.55,590.39,318.1,488.53,429.23
ACQ020529,Balanced Spender,356.49,379.67,375.86,359.47,380.09,426.58,378.45
ACQ020530,Balanced Spender,485.36,551.78,568.98,508.28,542.94,540.39,595.33
ACQ020531,Dining Enthusiast,102.76,447.98,145.19,197.89,108.73,167.46,140.74
ACQ020532,Dining Enthusiast,180.09,834.24,309.36,322.31,194.52,298.35,266.61
ACQ020533,Everyday Essentials,54.63,100.71,309.53,113.43,210.19,49.78,198.52
ACQ020534,Dining Enthusiast,86.06,382.13,132.82,169.22,88.34,132.1,111.79
ACQ020535,Online Shopper,85.38,190.18,192.98,919.73,88.83,263.06,176.44
ACQ020536,Dining Enthusiast,213.75,978.27,351.39,439.89,219.96,333.48,263.52
ACQ020537,Dining Enthusiast,342.72,1424.68,500.02,587.98,338.77,466.04,426.59
ACQ020538,Dining Enthusiast,202.96,848.27,321.27,420.5,225.67,348.53,255.85
ACQ020539,Everyday Essentials,196.94,372.27,1109.17,370.99,741.41,175.17,746.2
ACQ020540,Everyday Essentials,147.8,284.66,1071.82,322.57,629.9,156.36,656.08
ACQ020541,Everyday Essentials,144.44,333.92,914.64,336.09,594.41,159.27,615.35
ACQ020542,Balanced Spender,223.76,233.34,230.65,228.97,220.3,253.98,231.49
ACQ020543,Balanced Spender,138.26,153.88,151.36,156.86,157.44,159.78,161.52
ACQ020544,Frequent Traveler,791.71,298.56,170.51,238.66,106.82,190.19,269.7
ACQ020545,Balanced Spender,470.45,486.83,462.12,455.68,473.91,500.19,498.9
ACQ020546,Online Shopper,118.85,237.91,262.32,1019.52,135.87,369.41,263.08
ACQ020547,Frequent Traveler,1389.86,499.65,284.66,498.27,186.14,343.17,569.11
ACQ020548,Everyday Essentials,93.73,194.64,527.39,177.1,365.72,92.09,357.58
ACQ020549,Online Shopper,118.52,255.12,268.0,1148.39,128.61,381.9,244.95
ACQ020550,Everyday Essentials,52.52,91.24,319.36,104.41,216.9,48.72,209.92
ACQ020551,Balanced Spender,543.02,564.56,490.1,517.66,566.93,577.22,560.81
ACQ020552,Online Shopper,56.32,116.43,110.99,531.22,58.47,164.42,121.32
ACQ020553,Everyday Essentials,123.17,282.95,692.62,229.27,521.18,138.96,575.31
ACQ020554,Everyday Essentials,174.34,403.24,1046.21,376.43,702.27,186.28,702.85
ACQ020555,Dining Enthusiast,161.4,722.11,264.36,293.56,166.41,280.98,210.98
ACQ020556,Everyday Essentials,176.39,347.73,1077.55,352.43,705.04,177.58,732.46
ACQ020557,Frequent Traveler,677.74,293.05,145.23,226.39,99.88,188.25,280.96
ACQ020558,Dining Enthusiast,279.97,1108.47,398.45,531.28,262.15,382.78,322.82
ACQ020559,Online Shopper,55.61,108.04,114.1,475.29,56.62,162.31,118.73
ACQ020560,Dining Enthusiast,165.23,827.7,250.28,310.58,154.41,227.24,210.49
ACQ020561,Online Shopper,91.93,165.53,174.29,805.55,84.19,238.02,174.13
ACQ020562,Dining Enthusiast,190.95,828.17,272.57,330.91,188.9,312.59,205.35
ACQ020563,Balanced Spender,197.37,213.53,216.75,197.2,200.47,217.65,208.85
ACQ020564,Dining Enthusiast,136.1,573.88,207.47,259.54,135.54,199.57,158.03
ACQ020565,Dining Enthusiast,298.2,1320.91,422.44,473.39,270.24,393.07,366.05
ACQ020566,Balanced Spender,140.95,151.66,147.83,155.82,144.55,149.88,150.14
ACQ020567,Frequent Traveler,672.79,273.29,165.14,255.31,105.64,201.5,309.0
ACQ020568,Everyday Essentials,159.83,293.67,823.92,313.39,591.65,162.02,629.21
ACQ020569,Online Shopper,77.1,149.25,151.17,668.63,70.1,230.37,148.88
ACQ020570,Dining Enthusiast,316.97,1279.54,491.59,633.63,318.43,467.67,398.05
ACQ020571,Dining Enthusiast,239.27,1177.4,387.95,487.47,265.23,416.64,312.54
ACQ020572,Frequent Traveler,837.99,334.7,190.85,272.11,115.58,255.57,360.04
ACQ020573,Everyday Essentials,152.64,292.99,911.96,295.48,602.57,154.79,584.86
ACQ020574,Dining Enthusiast,263.26,1020.48,343.51,450.06,255.25,349.66,312.13
ACQ020575,Online Shopper,61.36,121.07,116.93,550.21,66.2,192.55,130.64
ACQ020576,Balanced Spender,456.71,431.72,439.66,444.31,449.35,468.57,443.76
ACQ020577,Online Shopper,172.19,322.83,302.4,1483.88,161.48,494.97,316.46
ACQ020578,Online Shopper,152.2,317.52,318.07,1336.91,159.08,461.25,325.39
ACQ020579,Frequent Traveler,581.55,249.52,124.62,197.01,78.28,165.77,232.44
ACQ020580,Frequent Traveler,777.53,365.24,181.24,268.12,120.61,225.23,336.32
ACQ020581,Everyday Essentials,202.42,378.74,1148.53,367.82,838.15,209.66,833.34
ACQ020582,Frequent Traveler,926.93,408.06,214.37,340.82,146.87,279.51,447.88
ACQ020583,Balanced Spender,187.12,176.69,175.06,179.44,174.27,212.21,203.09
ACQ020584,Dining Enthusiast,238.22,1038.07,368.97,396.88,223.05,336.02,272.67
ACQ020585,Dining Enthusiast,168.2,711.22,249.36,335.94,166.56,252.72,200.07
ACQ020586,Everyday Essentials,67.65,125.84,367.18,136.7,256.02,63.95,258.31
ACQ020587,Balanced Spender,344.58,341.82,348.63,317.13,354.48,361.55,338.3
ACQ020588,Frequent Traveler,1373.99,542.66,308.5,535.18,198.22,358.04,593.94
ACQ020589,Online Shopper,92.99,179.02,187.07,841.72,96.82,287.2,190.19
ACQ020590,Dining Enthusiast,123.52,542.35,181.04,224.77,138.43,184.92,160.73
ACQ020591,Everyday Essentials,102.07,216.04,718.32,218.99,438.4,109.63,415.39
ACQ020592,Dining Enthusiast,284.78,1212.06,443.7,503.45,286.02,419.61,299.47
ACQ020593,Everyday Essentials,65.3,133.59,401.77,125.17,236.58,70.47,264.51
ACQ020594,Dining Enthusiast,161.48,802.18,259.18,342.39,178.25,257.42,209.47
ACQ020595,Frequent Traveler,574.39,234.82,140.69,199.62,83.32,161.93,237.45
ACQ020596,Balanced Spender,289.6,278.27,276.1,254.76,301.62,267.9,307.64
ACQ020597,Frequent Traveler,804.71,315.66,166.03,251.09,113.21,217.46,345.22
ACQ020598,Dining Enthusiast,169.65,692.19,282.28,333.51,163.14,258.59,205.96
ACQ020599,Everyday Essentials,185.66,317.81,1059.33,342.98,692.06,155.42,656.56
ACQ020600,Online Shopper,111.67,237.55,208.01,1084.62,102.38,340.37,214.07
ACQ020601,Dining Enthusiast,192.61,853.24,308.66,396.26,209.87,289.55,283.6
ACQ020602,Frequent Traveler,1194.28,535.32,280.78,392.31,169.41,348.68,508.22
ACQ020603,Frequent Traveler,646.52,285.68,157.0,220.07,100.14,177.83,307.5
ACQ020604,Online Shopper,112.98,223.62,202.17,957.92,115.08,339.98,187.56
ACQ020605,Everyday Essentials,197.36,354.41,1128.07,365.85,812.42,185.79,721.75
ACQ020606,Everyday Essentials,154.33,340.94,970.97,309.13,680.73,164.23,717.5
ACQ020607,Online Shopper,151.33,320.14,295.21,1472.18,162.95,449.24,305.07
ACQ020608,Dining Enthusiast,339.81,1278.5,471.77,573.27,295.0,450.99,428.59
ACQ020609,Online Shopper,139.15,259.55,266.15,1152.73,136.74,375.31,272.78
ACQ020610,Frequent Traveler,1399.39,581.81,309.62,464.89,188.64,400.69,635.11
ACQ020611,Balanced Spender,356.55,356.14,363.25,343.95,331.51,386.92,350.38
ACQ020612,Balanced Spender,254.14,270.53,260.38,297.93,290.44,303.88,307.84
ACQ020613,Balanced Spender,133.12,161.02,159.03,149.64,167.92,159.83,160.42
ACQ020614,Dining Enthusiast,104.96,482.03,168.53,214.43,110.4,168.34,147.72
ACQ020615,Everyday Essentials,166.78,394.16,1165.32,384.73,799.78,184.32,788.85
ACQ020616,Dining Enthusiast,213.81,936.3,334.99,419.32,220.63,300.28,262.49
ACQ020617,Online Shopper,82.47,165.79,167.19,670.57,82.7,234.3,172.31
ACQ020618,Balanced Spender,481.8,505.66,445.88,501.66,502.64,528.86,544.01
ACQ020619,Online Shopper,60.62,141.1,127.89,616.44,69.36,200.21,127.21
ACQ020620,Everyday Essentials,75.15,160.29,447.43,169.64,316.94,77.78,312.8
ACQ020621,Balanced Spender,277.42,267.6,272.58,276.02,264.43,275.8,314.84
ACQ020622,Balanced Spender,174.47,181.4,178.7,181.66,178.23,174.45,210.09
ACQ020623,Balanced Spender,338.84,362.85,343.41,337.83,324.28,406.68,377.18
ACQ020624,Balanced Spender,203.37,209.73,218.23,230.39,222.52,224.21,238.0
ACQ020625,Balanced Spender,160.64,157.58,154.93,156.95,158.58,175.09,190.9
ACQ020626,Everyday Essentials,97.06,194.6,636.39,187.8,434.3,106.64,426.26
ACQ020627,Frequent Traveler,1231.58,543.65,308.55,411.88,190.54,351.52,548.83
ACQ020628,Balanced Spender,302.76,319.52,301.29,306.91,299.87,340.8,343.83
ACQ020629,Dining Enthusiast,132.05,607.4,198.03,233.86,124.56,178.19,151.18
ACQ020630,Frequent Traveler,547.52,237.42,121.73,168.87,76.28,152.68,217.15
ACQ020631,Balanced Spender,186.44,184.73,190.92,174.92,173.84,197.05,189.81
ACQ020632,Balanced Spender,592.59,576.95,535.59,601.74,549.28,576.48,604.45
ACQ020633,Balanced Spender,213.05,222.19,213.61,213.47,227.03,217.83,256.63
ACQ020634,Balanced Spender,376.22,346.08,376.5,351.97,370.41,366.86,376.11
ACQ020635,Dining Enthusiast,282.7,1174.18,414.96,519.25,295.5,438.35,373.72
ACQ020636,Online Shopper,105.02,203.33,213.61,959.83,102.1,310.39,212.21
ACQ020637,Balanced Spender,540.19,582.13,556.07,533.97,564.02,560.77,564.21
ACQ020638,Balanced Spender,469.82,457.66,448.43,482.46,423.89,472.17,455.95
ACQ020639,Online Shopper,114.76,204.76,206.89,1052.74,109.52,350.07,227.54
ACQ020640,Frequent Traveler,433.93,200.3,116.59,162.7,60.82,135.24,204.62
ACQ020641,Online Shopper,55.99,97.43,92.35,468.98,47.65,153.43,96.34
ACQ020642,Dining Enthusiast,172.13,847.29,297.64,323.65,180.98,308.14,240.96
ACQ020643,Frequent Traveler,1159.07,481.26,240.08,374.8,165.45,318.88,506.21
ACQ020644,Everyday Essentials,60.98,112.02,392.75,132.67,272.26,70.81,254.36
ACQ020645,Balanced Spender,514.82,514.88,516.05,479.8,516.71,541.74,540.91
ACQ020646,Online Shopper,174.93,392.54,376.75,1609.3,201.91,569.72,375.6
ACQ020647,Everyday Essentials,121.45,271.47,762.43,255.28,526.73,127.6,556.38
ACQ020648,Online Shopper,58.93,114.41,112.31,525.52,54.7,193.27,129.62
ACQ020649,Dining Enthusiast,250.54,1056.96,382.61,438.74,270.04,382.32,329.56
ACQ020650,Frequent Traveler,943.99,389.4,225.86,312.02,127.01,262.2,386.05
ACQ020651,Balanced Spender,439.6,449.9,453.68,462.54,443.51,458.23,439.87
ACQ020652,Dining Enthusiast,302.93,1181.71,428.82,545.94,291.97,447.99,328.47
ACQ020653,Frequent Traveler,1429.39,568.98,304.36,432.19,179.3,376.85,587.64
ACQ020654,Frequent Traveler,584.83,260.72,136.37,199.26,81.61,158.48,251.99
ACQ020655,Frequent Traveler,706.59,299.16,176.1,244.87,95.61,183.55,308.61
ACQ020656,Dining Enthusiast,180.45,767.29,290.63,371.27,172.97,270.89,245.7
ACQ020657,Frequent Traveler,943.48,404.36,209.29,326.86,131.87,252.15,395.41
ACQ020658,Balanced Spender,230.31,230.13,226.19,225.81,231.86,242.99,223.69
ACQ020659,Balanced Spender,134.03,143.73,149.72,142.53,145.58,152.27,146.39
ACQ020660,Balanced Spender,403.33,360.2,460.12,392.22,378.47,436.62,423.26
ACQ020661,Balanced Spender,209.07,245.03,235.35,252.6,238.64,287.45,257.08
ACQ020662,Frequent Traveler,613.76,285.54,149.5,216.47,95.93,171.29,247.53
ACQ020663,Everyday Essentials,167.72,316.45,958.64,340.21,649.94,167.21,667.68
ACQ020664,Everyday Essentials,55.69,106.05,331.69,109.94,215.09,50.45,207.5
ACQ020665,Frequent Traveler,1093.7,429.45,246.6,402.53,157.06,307.37,489.21
ACQ020666,Balanced Spender,271.67,276.48,271.98,263.66,257.3,281.05,273.38
ACQ020667,Everyday Essentials,56.8,120.47,312.45,119.05,213.97,59.27,244.02
ACQ020668,Frequent Traveler,1131.9,525.08,234.97,382.73,164.39,305.83,462.46
ACQ020669,Frequent Traveler,1095.95,434.24,225.49,337.3,151.86,295.07,461.59
ACQ020670,Balanced Spender,481.72,488.78,479.63,458.56,480.62,472.32,508.03
ACQ020671,Balanced Spender,329.24,335.97,351.73,348.29,325.01,375.43,372.89
ACQ020672,Online Shopper,105.44,201.06,206.17,909.73,95.22,297.28,201.9
ACQ020673,Frequent Traveler,1033.17,472.96,240.75,392.28,175.74,343.08,486.92
ACQ020674,Dining Enthusiast,284.63,1083.12,418.81,475.64,274.6,357.84,317.39
ACQ020675,Online Shopper,124.6,247.91,267.77,1158.66,115.81,382.35,242.98
ACQ020676,Online Shopper,129.32,260.54,269.63,1137.41,123.85,354.7,250.96
ACQ020677,Everyday Essentials,108.63,230.39,680.03,233.27,469.43,106.11,461.84
ACQ020678,Balanced Spender,487.65,511.26,492.89,510.91,437.83,553.07,530.89
ACQ020679,Balanced Spender,428.43,400.9,387.18,376.61,446.51,460.12,421.6
ACQ020680,Dining Enthusiast,287.48,1332.31,461.68,545.67,300.45,424.44,361.92
ACQ020681,Balanced Spender,384.97,367.21,385.88,366.45,386.77,399.22,410.73
ACQ020682,Dining Enthusiast,253.59,1057.39,339.88,447.39,248.87,359.18,306.09
ACQ020683,Dining Enthusiast,203.92,972.01,295.71,391.13,219.02,309.39,265.53
ACQ020684,Online Shopper,111.76,235.43,245.21,1033.98,118.36,355.05,229.74
ACQ020685,Balanced Spender,527.86,533.69,551.79,557.17,530.81,586.47,555.32
ACQ020686,Everyday Essentials,166.52,357.14,1008.4,322.29,681.19,160.65,716.49
ACQ020687,Dining Enthusiast,106.82,463.75,140.89,186.77,99.64,153.15,134.14
ACQ020688,Balanced Spender,255.15,261.17,255.61,259.18,274.71,295.26,300.5
ACQ020689,Everyday Essentials,122.76,235.46,682.24,231.85,489.59,106.81,507.33
ACQ020690,Online Shopper,100.24,174.13,187.29,880.56,104.58,278.85,170.7
ACQ020691,Balanced Spender,271.55,262.07,273.75,269.53,258.18,271.75,288.72
ACQ020692,Frequent Traveler,843.39,315.29,180.94,274.44,131.54,230.23,355.89
ACQ020693,Frequent Traveler,1326.59,558.1,326.08,494.9,189.72,386.67,601.9
ACQ020694,Everyday Essentials,159.47,311.28,973.07,289.09,669.91,164.15,620.37
ACQ020695,Online Shopper,115.13,266.85,268.7,1174.17,126.38,398.68,269.94
ACQ020696,Frequent Traveler,964.59,416.45,218.11,297.78,134.8,296.13,404.02
ACQ020697,Balanced Spender,387.76,353.53,381.49,402.21,362.88,439.07,367.67
ACQ020698,Online Shopper,188.45,410.24,396.16,1862.25,200.65,564.38,407.21
ACQ020699,Frequent Traveler,893.77,386.96,205.39,268.03,124.92,264.3,366.58
ACQ020700,Frequent Traveler,1403.99,483.9,280.88,423.53,179.29,318.53,526.36
ACQ020701,Balanced Spender,261.6,267.22,283.32,272.36,262.7,285.32,253.14
ACQ020702,Balanced Spender,496.14,564.46,505.31,538.29,484.27,524.74,516.62
ACQ020703,Frequent Traveler,895.63,339.72,183.33,267.44,108.78,214.17,336.46
ACQ020704,Everyday Essentials,66.84,131.13,374.12,114.93,236.02,61.29,269.95
ACQ020705,Online Shopper,143.11,293.92,284.22,1235.25,149.69,405.64,259.36
ACQ020706,Balanced Spender,198.78,181.52,200.6,205.04,199.43,206.2,201.96
ACQ020707,Frequent Traveler,1150.64,465.23,241.95,390.51,161.59,301.68,454.07
ACQ020708,Balanced Spender,373.51,376.97,384.26,361.41,349.74,389.34,389.3
ACQ020709,Online Shopper,109.02,219.78,211.54,938.06,108.41,334.91,197.26
ACQ020710,Frequent Traveler,1288.47,574.28,291.83,443.75,188.79,410.36,524.94
ACQ020711,Dining Enthusiast,199.57,1014.37,343.65,393.04,224.17,321.49,252.96
ACQ020712,Online Shopper,92.41,194.96,186.12,899.11,94.19,287.03,195.65
ACQ020713,Online Shopper,150.81,300.14,296.27,1359.14,155.04,444.11,305.99
ACQ020714,Frequent Traveler,1360.64,571.01,298.86,470.07,182.66,386.44,647.19
ACQ020715,Frequent Traveler,1231.12,498.86,285.12,423.76,177.96,378.43,515.58
ACQ020716,Dining Enthusiast,201.94,838.24,291.74,377.63,197.1,305.44,224.18
ACQ020717,Frequent Traveler,472.45,177.86,113.23,165.45,68.3,135.9,197.04
ACQ020718,Balanced Spender,235.21,240.8,231.81,261.44,257.86,256.2,269.29
ACQ020719,Everyday Essentials,182.32,364.02,1151.34,384.16,777.79,194.57,710.84
ACQ020720,Online Shopper,141.84,345.41,306.24,1451.42,156.69,436.79,302.1
ACQ020721,Online Shopper,158.0,338.83,318.93,1377.79,180.01,482.61,337.78
ACQ020722,Everyday Essentials,62.18,119.52,357.83,106.28,228.14,57.4,236.9
ACQ020723,Online Shopper,205.18,399.65,436.38,1809.94,211.78,599.39,413.1
ACQ020724,Online Shopper,188.43,379.46,371.8,1640.65,180.85,535.87,376.5
ACQ020725,Dining Enthusiast,205.29,856.28,298.24,383.98,202.02,301.15,264.9
ACQ020726,Dining Enthusiast,131.6,570.7,179.04,251.82,127.04,193.79,161.39
ACQ020727,Everyday Essentials,105.54,203.54,663.32,208.51,404.04,105.9,423.37
ACQ020728,Frequent Traveler,1044.54,435.88,242.79,345.02,138.56,300.22,436.77
ACQ020729,Everyday Essentials,166.64,376.84,1025.92,339.19,697.93,186.09,754.99
ACQ020730,Dining Enthusiast,157.97,684.79,223.1,272.0,165.2,249.38,199.06
ACQ020731,Frequent Traveler,698.48,322.48,140.36,241.81,100.71,196.93,305.06
ACQ020732,Everyday Essentials,59.66,117.98,332.7,116.02,235.08,58.76,221.42
ACQ020733,Frequent Traveler,1380.87,585.67,329.0,468.97,197.85,382.38,608.13
ACQ020734,Dining Enthusiast,171.61,716.03,278.72,312.57,171.98,243.94,222.89
ACQ020735,Dining Enthusiast,195.05,834.22,303.31,395.6,213.17,283.83,241.84
ACQ020736,Everyday Essentials,160.66,325.53,908.62,344.72,678.08,165.6,673.84
ACQ020737,Frequent Traveler,622.41,274.47,139.39,226.44,86.13,176.29,244.36
ACQ020738,Dining Enthusiast,278.38,1088.66,403.3,510.55,259.55,424.67,325.77
ACQ020739,Online Shopper,157.02,322.8,332.36,1584.69,157.31,497.8,344.57
ACQ020740,Frequent Traveler,738.28,341.54,177.01,272.41,105.8,240.94,358.59
ACQ020741,Balanced Spender,480.23,448.9,481.97,517.07,548.6,513.44,544.36
ACQ020742,Online Shopper,92.33,192.65,171.18,853.19,92.37,253.22,188.9
ACQ020743,Online Shopper,81.62,165.36,167.27,798.67,89.29,267.9,173.18
ACQ020744,Frequent Traveler,770.74,317.71,174.72,239.68,102.63,208.56,327.18
ACQ020745,Online Shopper,116.6,228.65,223.83,875.2,98.25,316.74,222.05
ACQ020746,Balanced Spender,190.88,200.85,172.85,197.77,208.73,206.72,204.69
ACQ020747,Frequent Traveler,1373.13,558.71,293.99,442.78,190.26,388.88,572.02
ACQ020748,Frequent Traveler,1192.94,512.19,277.45,429.41,161.95,370.14,524.77
ACQ020749,Frequent Traveler,492.27,222.45,119.51,195.48,81.6,145.09,235.89
ACQ020750,Dining Enthusiast,200.29,888.03,337.69,398.5,208.6,307.61,242.75
ACQ020751,Online Shopper,59.82,131.93,119.48,548.23,58.2,181.84,125.78
ACQ020752,Online Shopper,83.83,188.45,185.75,762.19,85.42,238.11,171.41
ACQ020753,Frequent Traveler,949.69,454.63,216.24,346.77,135.66,289.47,472.92
ACQ020754,Frequent Traveler,1116.04,503.19,266.46,385.55,171.54,327.21,482.3
ACQ020755,Online Shopper,193.04,372.08,396.88,1741.07,189.21,593.01,380.87
ACQ020756,Online Shopper,200.2,364.32,382.94,1759.8,180.87,563.09,375.12
ACQ020757,Balanced Spender,439.24,450.54,462.95,450.31,408.73,441.29,484.22
ACQ020758,Everyday Essentials,112.57,206.29,650.17,210.08,443.02,110.17,423.57
ACQ020759,Online Shopper,141.05,239.96,233.62,1189.69,128.61,375.1,275.92
ACQ020760,Dining Enthusiast,263.54,1318.64,420.08,543.88,268.05,410.54,353.96
ACQ020761,Balanced Spender,506.39,511.48,459.99,493.07,458.44,494.65,563.56
ACQ020762,Online Shopper,85.77,176.25,193.48,795.48,89.49,265.91,170.05
ACQ020763,Online Shopper,98.0,181.94,181.43,796.53,95.02,271.0,197.77
ACQ020764,Frequent Traveler,1112.81,477.34,242.04,376.01,164.78,313.79,443.68
ACQ020765,Frequent Traveler,425.93,181.21,94.5,137.34,64.19,126.43,160.6
ACQ020766,Balanced Spender,509.39,525.0,540.34,486.44,503.57,504.83,514.59
ACQ020767,Balanced Spender,308.28,319.03,309.41,334.26,300.1,336.59,321.09
ACQ020768,Dining Enthusiast,131.73,554.88,218.96,249.71,142.54,198.35,174.84
ACQ020769,Frequent Traveler,443.35,200.71,98.75,151.92,62.32,116.45,183.5
ACQ020770,Dining Enthusiast,285.44,1230.52,432.38,513.82,289.55,438.77,333.91
ACQ020771,Frequent Traveler,1149.54,531.76,275.67,404.68,164.62,320.18,517.95
ACQ020772,Balanced Spender,278.02,292.91,291.2,269.63,299.79,314.29,304.88
ACQ020773,Frequent Traveler,1098.26,429.47,226.44,355.06,140.42,292.47,473.53
ACQ020774,Balanced Spender,304.11,324.2,319.71,342.14,326.47,328.95,338.88
ACQ020775,Everyday Essentials,103.86,226.4,624.08,218.08,444.8,108.9,437.56
ACQ020776,Everyday Essentials,190.15,383.21,1204.24,364.94,831.53,208.69,753.4
ACQ020777,Everyday Essentials,205.99,369.23,1099.07,402.22,784.63,205.38,761.02
ACQ020778,Frequent Traveler,1454.32,597.86,285.03,454.47,200.53,407.6,592.97
ACQ020779,Frequent Traveler,749.96,340.25,164.66,276.84,110.92,217.41,284.3
ACQ020780,Online Shopper,178.22,366.46,363.32,1514.38,177.17,534.67,343.4
ACQ020781,Online Shopper,138.84,281.44,290.71,1196.46,134.4,437.9,288.44
ACQ020782,Everyday Essentials,152.45,290.31,934.23,274.18,542.24,149.8,589.08
ACQ020783,Dining Enthusiast,102.32,399.16,139.84,192.35,97.78,151.03,124.76
ACQ020784,Everyday Essentials,139.05,267.71,819.19,285.65,587.1,138.23,576.06
ACQ020785,Dining Enthusiast,115.4,487.76,165.25,221.24,103.97,171.83,149.01
ACQ020786,Everyday Essentials,184.83,357.92,1041.61,356.2,627.94,167.21,650.5
ACQ020787,Dining Enthusiast,125.82,540.32,204.83,241.37,117.91,176.16,155.32
ACQ020788,Frequent Traveler,861.39,328.94,184.43,314.64,113.96,252.23,352.38
ACQ020789,Balanced Spender,235.48,234.0,226.09,239.4,253.23,264.5,253.48
ACQ020790,Frequent Traveler,556.19,261.47,128.56,212.38,82.99,169.08,220.82
ACQ020791,Everyday Essentials,88.53,186.64,523.03,182.28,368.48,88.19,361.53
ACQ020792,Dining Enthusiast,206.04,916.1,313.26,405.65,206.69,309.38,258.23
